NA;random_gnm_2000_7_1.gr;0;1999;200;0.017;308012;503690;200;397;110;18;9;200
NA;random_gnm_2000_10_1.gr;0;1999;200;0.01;194138;290856;200;397;110;14;7;200
NA;random_gnm_2000_20_1.gr;0;1999;200;0.009;84540;150903;200;397;115;14;7;800
NA;random_gnm_2000_30_1.gr;0;1999;200;0.008;73022;104070;200;397;108;14;8;400
NA;random_gnm_2000_40_1.gr;0;1999;200;0.008;42072;80557;200;397;103;13;7;600
NA;random_gnm_2000_50_1.gr;0;1999;200;0.009;42072;73344;200;397;98;12;6;800
NA;random_gnm_4000_4_1.gr;0;3999;200;0.029;344259;837048;200;397;112;26;12;200
NA;random_gnm_4000_7_1.gr;0;3999;200;0.015;227040;421892;200;397;111;18;9;200
NA;random_gnm_4000_10_1.gr;0;3999;200;0.015;196628;287141;200;397;107;16;8;200
NA;random_gnm_4000_20_1.gr;0;3999;200;0.008;114566;165739;200;397;119;14;7;400
NA;random_gnm_4000_30_1.gr;0;3999;200;0.011;76895;111117;200;397;112;15;8;400
NA;random_gnm_4000_40_1.gr;0;3999;200;0.013;57129;85858;200;397;124;14;7;600
NA;random_gnm_4000_50_1.gr;0;3999;200;0.016;37424;58845;200;397;117;16;8;1000
NA;random_gnm_6000_7_1.gr;0;5999;200;0.019;253174;538383;200;397;112;19;10;400
NA;random_gnm_6000_10_1.gr;0;5999;200;0.01;202771;308979;200;397;115;15;8;200
NA;random_gnm_6000_20_1.gr;0;5999;200;0.012;120876;170119;200;397;117;16;8;400
NA;random_gnm_6000_30_1.gr;0;5999;200;0.015;83111;127214;200;397;122;16;8;600
NA;random_gnm_6000_40_1.gr;0;5999;200;0.02;66571;93050;200;397;110;16;8;600
NA;random_gnm_6000_50_1.gr;0;5999;200;0.023;45842;70006;200;397;119;16;8;800
NA;random_gnm_8000_7_1.gr;0;7999;200;0.017;272224;489266;200;397;118;20;11;200
NA;random_gnm_8000_10_1.gr;0;7999;200;0.012;231941;336069;200;397;116;18;9;200
NA;random_gnm_8000_20_1.gr;0;7999;200;0.016;102471;157514;200;397;112;17;9;400
NA;random_gnm_8000_30_1.gr;0;7999;200;0.022;58812;101847;200;397;120;18;9;600
