kurz;optimistic;n/a;distance-pruning;10000;39600;9511;4531;10;10;243;244;2438;1;8191;0.004
kurz;optimistic;n/a;distance-pruning;10000;39600;7811;252;10;10;369;369;3690;1;8796;0.004
kurz;optimistic;n/a;distance-pruning;10000;39600;7947;1413;10;10;308;309;3084;1;7017;0.004
kurz;optimistic;n/a;distance-pruning;10000;39600;8415;5293;10;10;349;350;3494;1;8628;0.004
kurz;optimistic;n/a;distance-pruning;10000;39600;9592;7948;10;10;215;216;2152;1;5928;0.003
kurz;optimistic;n/a;distance-pruning;10000;39600;7454;6541;10;10;78;82;804;3;2116;0.003
kurz;optimistic;n/a;distance-pruning;10000;39600;7253;6995;10;10;172;175;1734;12;6159;0.004
kurz;optimistic;n/a;distance-pruning;10000;39600;9030;3939;10;10;216;217;2166;1;7418;0.004
kurz;optimistic;n/a;distance-pruning;10000;39600;1415;3857;10;10;216;217;2167;1;7457;0.004
kurz;optimistic;n/a;distance-pruning;10000;39600;402;6458;10;10;351;351;3510;1;9998;0.005
kurz;optimistic;n/a;distance-pruning;10000;39600;1523;2866;10;10;208;210;2091;1;5884;0.002
kurz;optimistic;n/a;distance-pruning;10000;39600;3912;1293;10;10;352;352;3520;1;7846;0.006
kurz;optimistic;n/a;distance-pruning;10000;39600;8915;6186;10;10;317;317;3170;1;8347;0.004
kurz;optimistic;n/a;distance-pruning;10000;39600;7350;1503;10;10;317;317;3170;1;6600;0.004
kurz;optimistic;n/a;distance-pruning;10000;39600;72;3304;10;10;311;312;3114;1;7205;0.003
kurz;optimistic;n/a;distance-pruning;10000;39600;4124;4113;10;10;51;54;527;12;1167;0.002
kurz;optimistic;n/a;distance-pruning;10000;39600;40;8675;10;10;385;386;3856;1;9345;0.005
kurz;optimistic;n/a;distance-pruning;10000;39600;1188;565;10;10;111;112;1118;1;1374;0.001
kurz;optimistic;n/a;distance-pruning;10000;39600;114;5740;10;10;266;266;2660;1;9497;0.007
kurz;optimistic;n/a;distance-pruning;10000;39600;2037;8564;10;10;301;301;3010;1;8065;0.003
